label_num,cleaned_text,original_length
1,orange customer you may now claim your free camera telephone upgrade for your loyalty call now on offer ends thmarch tcs apply optout availa,164
0,dear good morning now only i am up,35
1,ree entry in a weekly comp for a opportunity to win an ipod txt pod to to get entry std txt rate tcs apply for details,147
0,lol oh no babe i wont be sliding into your place after midnight but thanks for the invite,96
0,it means u could not keep ur words,36
0,really gooddhanush rocks once again,40
0,ugh fuck it im resubbing to eve,33
0,it has everything to do with the weather keep extra warm its a cold but nothing serious pls lots of vitamin c,113
1,new mobiles from must go txt nokia to no collect yours today from only linktoken optout gbpmtmsg txtauction,154
0,good morning im suffering from fever and dysentry will not be able to come to office today,95
0,yup hey then one day on fri we can ask miwa and jiayin take leave go karaoke,81
0,i get out of class in bsn in like ltgt minutes you know where advising is,83
0,ok sweet dreams,22
0,ha both of us doing e same thing but i got tv watch u can thk of where go tonight or u already haf smth in mind,124
1,loan for any purpose homeowners tenants welcome have you been previously refused we can still help call free or text back help,165
0,ya im referin to meis ex wat no ah waitin u to treat somebody shld b rich liaoso gd den u dun have to work frm tmr onwards,140
0,leave it wif me lar wan to carry meh so heavy is da num familiar to,90
1,privation explicit sex in secs ring now costs pmin,70
1,limitedtime offer get your cash prize do not miss this opportunity,70
0,my parents my kidz my friends n my colleagues all screaming surprise and i was waiting on the sofa naked,131
0,lol where do u come up with these ideas,41
1,am new club dont fink we met yet will b gr c u please leave msg day wiv ur area reply promised carlie x callsminmobsmore lkpoboxhpfl,162
1,talk sexy make new friends or fall in love in the worlds most discreet text dating service just text very important person to and see who you could meet,162
0,armand says get your ass over to epsilon,41
1,urgentwe are trying to contact the u todays draw which shows you have won the guaranteed prizecall from landlineinquire for jboxcpm,162
0,wait minstand at bus stop,30
1,this be the nd time we have tried contact u uracil have won the pound prize claim be easy call now only p per min btnationalrate,158
0,den only weekdays got special price haiz cant eat liao cut nails oso muz wait until i finish drivin wat lunch still muz eat wat,142
0,lol boo i was hoping for a laugh,33
0,hi my email address has changed now it is,43
0,thank you baby i cant wait to taste the real thing,55
1,dear matthew please call from a landline your complimentary lux tenerife holiday or cash expect collection ppm sae tcs box skxh,160
1,we tried to contact you re your answer to our offer of mins textand a new video telephone call now or answer for free delivery tomorrow,155
0,okey dokey ill be over in a bit just sorting some stuff out,65
0,did you catch the bus are you frying an egg did you make a tea are you eating your moms left over dinner do you feel my love,135
0,sorry i flaked last night shits seriously goin down with my roommate what you up to tonight,96
0,no need to ke qi too bored izzit y suddenly thk of this,65
1,six opportunity to win cash from to pound txt csh and send to cost pday days tsandcs apply reply hl info,139
0,lmao wheres your fish memory when i need it,46
1,you are awarded a sipix digital camera call from landline delivery within days thymine cesium box mbp yr warranty ppm p p,163
1,congratulations you have won a mobile credit reply yes to claim,66
0,s now only i took tablets reaction morning only,51
0,you call him and tell now infront of them call him now,57
0,wot u up u weirdo,21
0,i wanted to ask to wait me to finish lect cos my lect finishes in an hour anyway,88
0,there generally isnt one its an uncountable noun u in the dictionary pieces of research,95
1,sms ac blind date u rodds be m from aberdeen united kingdom check him out linktoken sms acwicmbcktzr no blind dates send hide,146
1,this is the nd time we have tried contact u u have won the pound prize claim is easy call now only p per min btnationalrate,154
0,ive got ten bucks jay is being noncomittal,45
0,hanks lotsly,14
0,but ill b going sch on mon my sis need take smth,56
1,you have been specially selected to receive the prize call before lining up cost ppm tcs apply ag promotion,137
0,i want to lick your pussy now,33
0,yes i will be there glad you made it,39
1,eastenders tv quiz what flower does dot comparison herself to d violet e tulip f lily txt d e or f to now chance win cash wkentp,156
1,winner as a valued network customer you hvae be selected to receive a reward to collect call valid hours only aclpm,148
0,honey can you pls find out how much they sell predicte in nigeria and how many times can it be used its very important to have a reply before monday,152
0,im just wondering what your doing right now,45
1,urgent we are trying to contact you last weekends draw shows that you rich person won a prize guaranteed call claim code s valid hrs lone,164
0,you are right meanwhile hows project twins comin up,54
1,a xmas reward is wait for you our computer has randomly picked you from our loyal mobile customers to receive a reward just call,154
1,santa claus calling would your little ones like a call from santa claus xmas eve call to book your time,118
1,free polyphonic ringtone text superintendent to to get your free poly tone of the week now sn pobox nr zs subscription pw,143
1,important information orange user xxxxxxx today be your lucky dayfind out why log onto linktoken theres a fantastic surprise awaiting you,163
